Descri??o Leg?vel do Hor?rio,Id,Nome,Descri??o Curta,Descri??o Longa,Data de Cria??o,Data de Atualiza??o,Publicado por,Projeto,Classifica??o Et?ria,Mais Informa??es,Tags,Linguagens,Verificado,Sub-T?tulo,Inscri??es,Pre?o,Tradu??o para LIBRAS,?udio descri??o,Site,Facebook,Twitter,Google+,Instagram,Nome da aba oportunidade,Usar a aba oportunidades?,Data Inicial,Data Final,Dura??o,Frequ?ncia,Hor?rio Inicial,Hor?rio Final,Repete-Domingo,Repete-Segunda,Repete-Ter?a,Repete-Quarta,Repete-Quinta,Repete-Sexta,Repete-S?bado,Espa?o,CEP,Logradouro,N?mero,Complemento,Bairro,Munic?pio,Estado
Dia 26 de maio de 2019 ?s 20:00,1608,BIZARRIA,"Espet?culo de teatro performativo, resultado do projeto ""Di?logos sobre a performatividade e o universo feminino"", do coletivo de artistas mulheres N?s Clandestinas. Agenda (sempre as 20h) USINA CULTURAL - 25 e 26 de maio CEMIT?RIO DE AUTOM?VEIS - 01 de junho FLAPT! - 02 de junho ALMA - 14 e 15 de junho","Tr?s artistas em cena. Mulheres que contam suas experi?ncias e as experi?ncias relatadas por outras mulheres, que por vezes se entremeiam, num momento de honestidade e partilha. Em meio ao caos alimentado pela sociedade patriarcal, machista, racista, lgbtif?bica, que violenta cotidianamente homens e mulheres cis e trans; em meio a viol?ncia silenciosa de padr?es inalcan??veis e o silenciamento de m?ltiplas vozes, de m?ltiplos corpos, a N?s Clandestinas resiste com esse trabalho que grita quest?es urgentes pela vida das mulheres.",2019-05-16 17:56:05,2019-06-17 18:25:38,Nos Clandestinas ,Di?logossobreperformatividadeeouniversofeminino,18 anos,(43) 99618-3824,"lgbti+, visibilibade, mulheres artistas, mulheres, artes visuais, m?sica, performance, teatro","Artes Integradas, Dan?a, Artes Visuais, Teatro",false,"Substantivo feminino, boa postura",Evento gratuito.,Gratuita,,,https://nosclandestinas.tumblr.com/,,,,,,,2019-05-26,,105,Uma vez,20:00,21:45,Sim,,,,,,,Usina Cultural,Avenida Duque de Caxias,4159/4169,PR,,,,
Dia 15 de junho de 2019 ?s 20:00,1608,BIZARRIA,"Espet?culo de teatro performativo, resultado do projeto ""Di?logos sobre a performatividade e o universo feminino"", do coletivo de artistas mulheres N?s Clandestinas. Agenda (sempre as 20h) USINA CULTURAL - 25 e 26 de maio CEMIT?RIO DE AUTOM?VEIS - 01 de junho FLAPT! - 02 de junho ALMA - 14 e 15 de junho","Tr?s artistas em cena. Mulheres que contam suas experi?ncias e as experi?ncias relatadas por outras mulheres, que por vezes se entremeiam, num momento de honestidade e partilha. Em meio ao caos alimentado pela sociedade patriarcal, machista, racista, lgbtif?bica, que violenta cotidianamente homens e mulheres cis e trans; em meio a viol?ncia silenciosa de padr?es inalcan??veis e o silenciamento de m?ltiplas vozes, de m?ltiplos corpos, a N?s Clandestinas resiste com esse trabalho que grita quest?es urgentes pela vida das mulheres.",2019-05-16 17:56:05,2019-06-17 18:25:38,Nos Clandestinas ,Di?logossobreperformatividadeeouniversofeminino,18 anos,(43) 99618-3824,"lgbti+, visibilibade, mulheres artistas, mulheres, artes visuais, m?sica, performance, teatro","Artes Integradas, Dan?a, Artes Visuais, Teatro",false,"Substantivo feminino, boa postura",Evento gratuito.,Gratuita,,,https://nosclandestinas.tumblr.com/,,,,,,,2019-06-15,,105,Uma vez,20:00,21:45,,,,,,,Sim,Vila Cultural Alma Brasil,Mar del Plata,93,PR,,,,
Dia 24 de junho de 2019 ?s 20:00,1608,BIZARRIA,"Espet?culo de teatro performativo, resultado do projeto ""Di?logos sobre a performatividade e o universo feminino"", do coletivo de artistas mulheres N?s Clandestinas. Agenda (sempre as 20h) USINA CULTURAL - 25 e 26 de maio CEMIT?RIO DE AUTOM?VEIS - 01 de junho FLAPT! - 02 de junho ALMA - 14 e 15 de junho","Tr?s artistas em cena. Mulheres que contam suas experi?ncias e as experi?ncias relatadas por outras mulheres, que por vezes se entremeiam, num momento de honestidade e partilha. Em meio ao caos alimentado pela sociedade patriarcal, machista, racista, lgbtif?bica, que violenta cotidianamente homens e mulheres cis e trans; em meio a viol?ncia silenciosa de padr?es inalcan??veis e o silenciamento de m?ltiplas vozes, de m?ltiplos corpos, a N?s Clandestinas resiste com esse trabalho que grita quest?es urgentes pela vida das mulheres.",2019-05-16 17:56:05,2019-06-17 18:25:38,Nos Clandestinas ,Di?logossobreperformatividadeeouniversofeminino,18 anos,(43) 99618-3824,"lgbti+, visibilibade, mulheres artistas, mulheres, artes visuais, m?sica, performance, teatro","Artes Integradas, Dan?a, Artes Visuais, Teatro",false,"Substantivo feminino, boa postura",Evento gratuito.,Gratuita,,,https://nosclandestinas.tumblr.com/,,,,,,,2019-06-24,,105,Uma vez,20:00,21:45,,Sim,,,,,,Canto do MARL,Av. Duque de Caxias,3241,PR,,,,
Dia 14 de junho de 2019 ?s 20:00,1608,BIZARRIA,"Espet?culo de teatro performativo, resultado do projeto ""Di?logos sobre a performatividade e o universo feminino"", do coletivo de artistas mulheres N?s Clandestinas. Agenda (sempre as 20h) USINA CULTURAL - 25 e 26 de maio CEMIT?RIO DE AUTOM?VEIS - 01 de junho FLAPT! - 02 de junho ALMA - 14 e 15 de junho","Tr?s artistas em cena. Mulheres que contam suas experi?ncias e as experi?ncias relatadas por outras mulheres, que por vezes se entremeiam, num momento de honestidade e partilha. Em meio ao caos alimentado pela sociedade patriarcal, machista, racista, lgbtif?bica, que violenta cotidianamente homens e mulheres cis e trans; em meio a viol?ncia silenciosa de padr?es inalcan??veis e o silenciamento de m?ltiplas vozes, de m?ltiplos corpos, a N?s Clandestinas resiste com esse trabalho que grita quest?es urgentes pela vida das mulheres.",2019-05-16 17:56:05,2019-06-17 18:25:38,Nos Clandestinas ,Di?logossobreperformatividadeeouniversofeminino,18 anos,(43) 99618-3824,"lgbti+, visibilibade, mulheres artistas, mulheres, artes visuais, m?sica, performance, teatro","Artes Integradas, Dan?a, Artes Visuais, Teatro",false,"Substantivo feminino, boa postura",Evento gratuito.,Gratuita,,,https://nosclandestinas.tumblr.com/,,,,,,,2019-06-14,,105,Uma vez,20:00,21:45,,,,,,Sim,,Vila Cultural Alma Brasil,Mar del Plata,93,PR,,,,
Dia 14 de junho de 2019 ?s 20:00,1608,BIZARRIA,"Espet?culo de teatro performativo, resultado do projeto ""Di?logos sobre a performatividade e o universo feminino"", do coletivo de artistas mulheres N?s Clandestinas. Agenda (sempre as 20h) USINA CULTURAL - 25 e 26 de maio CEMIT?RIO DE AUTOM?VEIS - 01 de junho FLAPT! - 02 de junho ALMA - 14 e 15 de junho","Tr?s artistas em cena. Mulheres que contam suas experi?ncias e as experi?ncias relatadas por outras mulheres, que por vezes se entremeiam, num momento de honestidade e partilha. Em meio ao caos alimentado pela sociedade patriarcal, machista, racista, lgbtif?bica, que violenta cotidianamente homens e mulheres cis e trans; em meio a viol?ncia silenciosa de padr?es inalcan??veis e o silenciamento de m?ltiplas vozes, de m?ltiplos corpos, a N?s Clandestinas resiste com esse trabalho que grita quest?es urgentes pela vida das mulheres.",2019-05-16 17:56:05,2019-06-17 18:25:38,Nos Clandestinas ,Di?logossobreperformatividadeeouniversofeminino,18 anos,(43) 99618-3824,"lgbti+, visibilibade, mulheres artistas, mulheres, artes visuais, m?sica, performance, teatro","Artes Integradas, Dan?a, Artes Visuais, Teatro",false,"Substantivo feminino, boa postura",Evento gratuito.,Gratuita,,,https://nosclandestinas.tumblr.com/,,,,,,,2019-06-14,,105,Uma vez,20:00,21:45,,,,,,Sim,,Vila Cultural Alma Brasil,Mar del Plata,93,PR,,,,
Dia 21 de maio de 2019 ?s 19:30,1609,Orquestra Intermediária Bravi,"A Temporada Bravi 2019 traz na pr?xima ter?a-feira, dia 21/05, a Orquestra Intermedi?ria Bravi no Teatro Sesi/AML ?s 19h30.","A Temporada Bravi 2019 traz na pr?xima ter?a-feira, dia 21/05, a Orquestra Intermedi?ria Bravi no Teatro Sesi/AML ?s 19h30. A coordena??o e reg?ncia ? de Jhonatan Santos, professor e coordenador musical da Academia. Data: 21/05/2019 Hor?rio: 19h30 Local: Teatro Sesi/AML Entrada solid?ria - 1 litro de leite",2019-05-17 13:16:35,2019-05-17 13:19:34,Thalita Alcantara ,,Livre,(43) 99853-3426,,"M?sica Popular, M?sica Erudita",false,Concerto Art?stico e Pedag?gico,,,,,https://www.facebook.com/events/670134910088193/,,,,,,,2019-05-21,,60,Uma vez,19:30,20:30,,,Sim,,,,,Centro Cultural SESI - AML,Rua Maestro Eg?dio Camargo do Amaral,130,,PR,,,
Diariamente de 24 a 26 de maio de 2019 ?s 10:00,1610,Semana do Café 2019,"A ""Semana do Caf?"" teve sua primeira edi??o em maio de 2012 como iniciativa do Sebrae para fomentar e divulgar o Projeto Rota do Caf?. A data escolhida ? uma homenagem ao Dia Nacional do Caf?, institu?do dia 24 de maio pela ABIC - Associa??o Brasileira de Caf?.",,2019-05-17 15:31:35,2019-05-22 14:48:06,Rota do Café ,,Livre,,,"Audiovisual, M?sica Popular, Curso ou Oficina",false,Rota do Caf?,,gratuito,,,,,,,,,,2019-05-24,2019-05-26,570,Diariamente,10:00,19:30,Sim,,,,,Sim,Sim,Museu Histórico de Londrina,"Antiga esta??o ferrovi?ria, R. Benjamin Constant",900,PR,,,,
"Rua Belo Horizonte, 1236",1612,PROJETO MUSICANDO NA ESCOLA,Apresenta??o Oficial dos Alunos do Projeto Musicando na Escola,Os Alunos do Projeto Musicando na Escola far?o uma apresenta??o especial com repert?rio tem?tico do filme Star Wars.,2019-05-17 17:56:49,2019-05-22 11:23:26,Associação Promusicando ,,Livre,(43) 3027-1123,,M?sica Erudita,false,,,Entrada Franca,,,,,,,,,,2019-05-28,,60,Uma vez,20:30,21:30,,,Sim,,,,,A Igreja de Jesus Cristo dos Santos dos Últimos Dias,Rua Rui Barbosa,190,PR,,,,
"Toda seg, qua e sex de 17 de maio de 2019 a 31 de agosto de 2022 ?s 20:00",1613,Aulas de Capoeira,Aulas de Capoeira Contempor?nea. Benguela e /s?o Bento Grande de Bimba,Aulas de capoeira,2019-05-17 19:27:45,2019-05-17 19:32:06,JULIO CESAR SIMEAO ,,Livre,(43) 98421-9552,"capoeira, mestres, aulas, projetos, cultura, maculel?, angola, regional",Cultura Tradicional,false,Benguela e Regional,Pelo whats (43) 98421-9552,"30,00 reais",,Sim,,,,,,,,2019-05-17,2022-08-31,60,Semanal,20:00,21:00,,Sim,,Sim,,Sim,,Associação de Moradores,Ver?nica,165,PR,,,,
Dia 3 de junho de 2019 ?s 18:30,1615,"Círculo de debates do livro ""Clara dos anjos"" de Lima Barreto","No dia 03 de junho a Biblioteca P?blica Municipal de Londrina receber? um Bate-papo sobre o livro ""Clara dos anjos"" de Lima. O debate de ser? conduzido pelo Doutorando em Estudos Liter?rios Lucas de Toledo Andrade.","O projeto Literatura na Biblioteca consiste na realiza??o de palestras e c?rculos de debates para discutir as obras liter?rias solicitadas pelo vestibular da Universidade Estadual de Londrina (UEL). Os encontros ir?o ocorrer das 18h30 ?s 20 horas, e cada obra ser? o tema de duas reuni?es. O projeto ? gratuito e aberto a toda comunidade. A Biblioteca P?blica Municipal fica na avenida Rio de Janeiro, 413, Centro. A a??o ? resultado da parceria firmada entre a Secretaria Municipal de Cultura (SMC), por meio da Diretoria de Bibliotecas, com o Departamento de P?s Gradua??o em Letras da UEL. Os encontros ser?o conduzidos e mediados por mestrandos e doutorandos do programa de Estudos Liter?rios da universidade. O projeto Literatura na Biblioteca busca, dentre os seus objetivos, busca propiciar aos vestibulandos palestras, oficinas e debates acerca das obras solicitadas no vestibular da UEL. Discutindo criticamente obras liter?rias com o intuito de desenvolver o senso cr?tico, e o pensar reflexivo dos participantes, por meio da leitura de literatura.",2019-05-21 13:24:07,2019-05-21 13:26:28,Guilherme Yung Wing Li ,LiteraturanaBiblioteca2019,Livre,(43) 3371-6500,"Lima Barreto, Clara dos anjos, Lucas Toledo de Andrade, Livros do vestibular da UEL","Palestra, Debate ou Encontro, Livro e Literatura",false,,Inscri??es no local,gratuito,,,,,,,,,,2019-06-03,,90,Uma vez,18:30,20:00,,Sim,,,,,,Biblioteca Pública Municipal Professor Pedro Viriato Parigot de Souza,Avenida Rio de Janeiro,413,PR,,,,
Dia 17 de junho de 2019 ?s 18:30,1616,"Palestra sobre o livro ""O filho eterno"" de Cristovão Tezza","No dia 17 de junho a Biblioteca P?blica Municipal de Londrina receber? uma palestra sobre o livro ""O filho eterno"" de Cristov?o Tezza. O evento faz faz parte do Projeto Literatura na Biblioteca. A palestra ser? conduzida por Leonardo Ferreira","O projeto Literatura na Biblioteca consiste na realiza??o de palestras e c?rculos de debates para discutir as obras liter?rias solicitadas pelo vestibular da Universidade Estadual de Londrina (UEL). Os encontros ir?o ocorrer das 18h30 ?s 20 horas, e cada obra ser? o tema de duas reuni?es. O projeto ? gratuito e aberto a toda comunidade. A Biblioteca P?blica Municipal fica na avenida Rio de Janeiro, 413, Centro. A a??o ? resultado da parceria firmada entre a Secretaria Municipal de Cultura (SMC), por meio da Diretoria de Bibliotecas, com o Departamento de P?s Gradua??o em Letras da UEL. Os encontros ser?o conduzidos e mediados por mestrandos e doutorandos do programa de Estudos Liter?rios da universidade. O projeto Literatura na Biblioteca busca, dentre os seus objetivos, busca propiciar aos vestibulandos palestras, oficinas e debates acerca das obras solicitadas no vestibular da UEL. Discutindo criticamente obras liter?rias com o intuito de desenvolver o senso cr?tico, e o pensar reflexivo dos participantes, por meio da leitura de literatura.",2019-05-21 13:47:57,2019-05-21 13:52:48,Guilherme Yung Wing Li ,LiteraturanaBiblioteca2019,Livre,(43) 3371-6500,"Cristov?o Tezza, O filho eterno, Livros do vestibular da UEL, Leonardo Ferreira","Livro e Literatura, Palestra, Debate ou Encontro",false,,N?o ? necess?rio fazer as inscri??es previamente elas podem ser feitas no local,gratuito,,,,,,,,,,2019-06-17,,90,Uma vez,18:30,20:00,,Sim,,,,,,Biblioteca Pública Municipal Professor Pedro Viriato Parigot de Souza,Avenida Rio de Janeiro,413,PR,,,,
Dia 24 de junho de 2019 ?s 18:30,1617,"Círculo de debates sobre o livro ""O filho eterno"" de Cristovão Tezza","No dia 24 de junho a Biblioteca P?blica Municipal de Londrina receber? um debate sobre o livro ""O filho eterno"" de Cristov?o Tezza. O evento faz parte do Projeto Literatura na Biblioteca. O bate-papo ser? conduzido por Leonardo Ferreira.","O projeto Literatura na Biblioteca consiste na realiza??o de palestras e c?rculos de debates para discutir as obras liter?rias solicitadas pelo vestibular da Universidade Estadual de Londrina (UEL). Os encontros ir?o ocorrer das 18h30 ?s 20 horas, e cada obra ser? o tema de duas reuni?es. O projeto ? gratuito e aberto a toda comunidade. A Biblioteca P?blica Municipal fica na avenida Rio de Janeiro, 413, Centro. A a??o ? resultado da parceria firmada entre a Secretaria Municipal de Cultura (SMC), por meio da Diretoria de Bibliotecas, com o Departamento de P?s Gradua??o em Letras da UEL. Os encontros ser?o conduzidos e mediados por mestrandos e doutorandos do programa de Estudos Liter?rios da universidade. O projeto Literatura na Biblioteca busca, dentre os seus objetivos, busca propiciar aos vestibulandos palestras, oficinas e debates acerca das obras solicitadas no vestibular da UEL. Discutindo criticamente obras liter?rias com o intuito de desenvolver o senso cr?tico, e o pensar reflexivo dos participantes, por meio da leitura de literatura.",2019-05-21 14:19:52,2019-05-21 15:29:12,Guilherme Yung Wing Li ,LiteraturanaBiblioteca2019,Livre,(43) 3371-6500,"Cristov?o Tezza, Leonardo Fereira, Livros do vestibular da UEL, O filho eterno","Palestra, Debate ou Encontro, Livro e Literatura",false,,Inscri??es no local,gratuito,,,,,,,,,,2019-06-24,,90,Uma vez,18:30,20:00,,Sim,,,,,,Biblioteca Pública Municipal Professor Pedro Viriato Parigot de Souza,Avenida Rio de Janeiro,413,PR,,,,
Dia 23 de maio de 2019 ?s 20:30,1618,METAIS IN CONCERT,Concerto da Temporada Ouro Verde 2019 intitulado Metais in Concert  com a participa??o da Banda Marcial Marcelino Champagnat como convidada especial,"A Orquestra Sinf?nica da UEL realiza nesta quinta-feira, dia 23, o 3º Concerto da Temporada Ouro Verde 2019 intitulado Metais in Concert  com a participa??o da Banda Marcial Marcelino Champagnat como convidada especial. ?cone hist?rico-cultural de Londrina, a Banda Champagnat completa, neste ano, seu cinquenten?rio e est? sob a dire??o art?stica do m?sico Gilberto de Queiroz desde 2012. O concerto, composto com pe?as populares e temas de filmes, come?a ?s 20h30min no Teatro Universit?rio Ouro Verde e ter? a reg?ncia do Maestro Alessandro Sangiorgi e tamb?m de Gilberto de Queiroz. Os ingressos a R$ 20 (inteira) e R$ 10 (meia-entrada) estar?o ? venda no Teatro Ouro Verde nos ­dias 21, 22 e 23 (das 14h ?s 19h).",2019-05-21 14:58:04,2019-05-21 14:59:28,João Manoel Martins ,,Livre,(43) 3322-6381,"tearo ouro verde, m?sica erudita, osuel",M?sica Erudita,false,Concerto da Temporada Ouro Verde 2019,,"R$ 20,00 inteira R$ 10,00 meia",,,https://teatroouroverde.wordpress.com/,,,,,,,2019-05-23,,90,Uma vez,20:30,22:00,,,,,Sim,,,Cine Teatro Universitário Ouro Verde,R. Maranh?o,85,PR,,,,
Diariamente de 21 a 25 de outubro de 2019 ?s 07:30,1619,Exposição: Literatura em quadrinhos e mangás,Exposi??o de quadrinhos da Literatura mang?,,2019-05-21 16:58:21,2019-10-16 13:57:45,Guilherme Yung Wing Li ,SemanaNacionaldoLivroedaBiblioteca2019,Livre,(43) 3878-6800,"Mang?s, Quadrinhos",Outros,false,,Somente p?blico interno,gratuito,,,,,,,,,,2019-10-21,2019-10-25,630,Diariamente,07:30,18:00,,Sim,Sim,Sim,Sim,Sim,,Colégio Mãe de Deus,Rua Par?/td>,845,,,,,
Diariamente de 12 a 15 de junho de 2019 ?s 20:00,1620,Poéticas de Terra e Céu,"Temporada municipal do espet?culo solo ""Po?ticas de Terra e C?u"", de Murilo Andrade, de 12 a 15 de junho na Vila Triol? Cultural. Projeto contemplado pelo Programa Municipal de Incentivo ? Cultura PROMIC - Secretaria Municipal de Cultura de Londrina/PR - Edital de Bolsas de Incentivo Cultural 005/18.","Apresenta??o: O espet?culo ""Po?ticas de Terra e C?u"" ganha vida a partir da pesquisa do ator Murilo de Andrade, acerca de um processo de cria??o solo a partir do trabalho do ator sobre si mesmo. Em sua concep??o c?nica a cria??o alinha um treinamento psicof?sico com bases nos princ?pios pr?-expressivos do ator, com a dramaturgia da lembran?a, a din?mica com objetos e a Po?tica da Terra - sendo esta ?ltima, um emaranhado de refer?ncias art?sticas que, em sua ess?ncia, dizem respeito aos sentimentos e condi??es humanas como o Amor, a Espera(n?a) e a Saudade; Vida e Morte. O trabalho traz refer?ncias do universo po?tico das palavras do eterno Manoel de Barros, especialmente na ess?ncia dos seus livros ""O guardador de ?guas"" e ""Concerto a c?u aberto para solos de ave"". E tamb?m no universo po?tico de Jo?o Guimar?es Rosa e toda sua saudosa terra. Texto e can??es autorais fazem parte das inventadas mem?rias contadas por este contador-menino-homem. Levado por can??es que aprendera durante a vida, o espet?culo se desenrola revelando um mundo onde a poesia se suja da terra, dan?a com o vento e escorre nas ?guas da mem?ria. Este trabalho foi contemplado com uma bolsa pesquisa do Programa Municipal de Incentivo ? Cultura PROMIC, da Secretaria Municipal de Cultura de Londrina/PR, pela qual realizar? duas temporadas municipais com apresenta??es abertas ? comunidade. _____ Sinopse: Vem caminhante o menino homem pra contar das suas est?rias inventadas. Est?rias das terras que pisou; dos ares e c?us que bebeu e que no seu rosto tocaram; est?rias que fazem parte dos n?s que nos fazem ser. Carrega na mala que ganhara do av? a Saudade emaranhada de pipas, bal?es, estrelas, can??es e barcos de papel: aventuras e desventuras de uma inf?ncia crian?a que diante dos olhos da imagina??o e da inven??o saltam e novamente ganham vida; faz do passado a??o inventada e presente. _____ De 12 a 15 de junho (quarta a s?bado) o espet?culo far? temporada na Vila Cultural Triol? Cultural (R. Etiene Lenoir, 155) sempre ?s 20h. Os ingressos s?o limitados e ofertados pelo sistema ""Pague Quanto Puder"" (sem nenhuma recomenda??o m?nima e/ou m?xima), na bilheteria do espa?o, ? partir das 19h. Classifica??o indicativa: 12 anos. _____ Ficha T?cnica: Concep??o, dire??o, texto, can??es e atua??o: Murilo de Andrade Dire??o musical: Paulo Vitor Poloni Ilumina??o: Danilo Neiva Produ??o Executiva: Eddie Mansan (Sonelangeliso) Designer: Dovinho Feitosa Fotografia: Val?ria F?lix V?deo: Luis Henrique Mioto Dura??o: 50 minutos Classifica??o indicativa: 12 anos Apoio: Vila Cultural Usina Cultural e Vila Cultural Triol? Cultural Patroc?nio/Realiza??o: Programa Municipal de Incentivo ? Cultura PROMIC - Secretaria Municipal de Cultura de Londrina/PR - Edital de Bolsas de Incentivo Cultural 005/18",2019-05-21 17:34:55,2019-05-21 17:37:49,Murilo de Andrade ,,12 anos,(43) 99134-9346,,"Livro e Literatura, Teatro",false,Temporada - Vila Triol? Cultural,"Com apresenta??es de 12 a 15 de junho, sempre ?s 20h, os ingressos s?o limitados e ofertados pelo sistema ""Pague Quanto Puder"", diretamente na bilheteria do espa?o, a partir das 19h (sem nenhuma recomenda??o m?nima e/ou m?xima de valor).",Pague Quanto Puder,N?o,N?o,https://www.facebook.com/ciadeumserso/,,,,,,,2019-06-12,2019-06-15,50,Diariamente,20:00,20:50,,,,Sim,Sim,Sim,Sim,Vila TRIOLÉ Cultural,Rua Etienne Lenoir,155,PR,,,,
Dia 1 de junho de 2019 (s?bado) das 9h ?s 13h,1621,PROARTE - AULA ESPECIAL CAPTAÇÃO LEIS DE INCENTIVO,"O PROARTE ? um curso de capacita??o t?cnica, para artistas, estudantes, produtores, t?cnicos das artes, abrangendo a Gest?o Cultural, Administrativo, Programa??o de Espa?os Culturais, Ilumina??o C?nica e Sonoriza??o. Acontece de maio a setembro, toda segunda Esta ser? a primeira Aula Especial aberta ao p?blico, com o convidado Edson Pereira, S?cio - Fundador do Instituto Cultural Ing? de Maring?.","O PROARTE ? um curso de capacita??o t?cnica, para artistas, estudantes, produtores, t?cnicos das artes, abrangendo a Gest?o Cultural, Administrativo, Programa??o de Espa?os Culturais, Ilumina??o C?nica e Sonoriza??o. As aulas acontecem toda segunda-feira, de maio a setembro, na Vila Triol? Cultural. Durante o curso, haver? tr?s aulas especiais abertas ao p?blico, com temas direcionados ? gest?o da cultura. Esta ser? a primeira Aula Especial aberta ao p?blico, e como convidado recebemos Edson Pereira, Coordenador de Projetos Culturais no Paran? e regi?o, al?m de ser S?cio - Fundador do Instituto Cultural Ing? de Maring?. Neste encontro ser? abordado: Leis de Incentivos Fiscais no ?mbito Federal, Estadual e Municipal; M?todos e Pr?ticas para Capta??o de Recursos; Apresenta??o de Projetos junto ao Mercado; Mudan?as atuais. Informa??es: (43) 3024-3330 TrioleZAP: (43) 98808-8931 . *PROARTE - Patroc?nio Promic - Programa Municipal de Incentivo a Cultura - Secretaria de Cultura de Londrina",2019-05-21 17:54:54,2019-05-22 11:44:26,Alexandre Simioni ,,18 anos,(04) 33024-3330,,"Artes Integradas, Palestra, Debate ou Encontro, Curso ou Oficina",false,Edson Pereira - Instituto Ing? - Maring? - PR,https://www.sympla.com.br/aula-especial---proarte-captacao-para-leis-de-incentivo__537190,gratis - inscrições no Sympla,,,http://triole.com.br,,,,,,,2019-06-01,,240,Uma vez,09:00,13:00,,,,,,,Sim,Vila TRIOLÉ Cultural,Rua Etienne Lenoir,155,PR,,,,
Dia 26 de maio de 2019 ?s 16:00,1623,Brincando com Luz e Sombra,"Crian?as pequenas, seus porqu?s  e o conhecimento intuitivo fazem das brincadeiras com luz e sombra um momento de divers?o e descoberta. Venha brincar e fazer seu pr?prio teatro de sombras com a gente!","Crian?as pequenas, seus porqu?s  e o conhecimento intuitivo fazem das brincadeiras com luz e sombra um momento de divers?o e descoberta. Venha brincar e fazer seu pr?prio teatro de sombras com a gente! Para crian?as de 3 a 5 anos (Acompanhadas pelos pais ou respons?veis); Valor 20,00 (por crian?a) Vila Triol?  Rua Etienne Lenoir, 155  (43) 3024-3330 Inscri??es pelo: https://www.sympla.com.br/brincando-com-luz-e-sombra__531510 Projeto Arte-transforma??o na educa??o infantil   Patroc?nio PROMIC Programa Municipal de Incentivo ? Cultura  Secretaria de Cultura de Londrina.",2019-05-23 09:00:36,2019-05-23 09:04:06,Renata Maria Kikumoto de Paula Simioni ,,Livre,(43) 3024-3330,,"Curso ou Oficina, Artes Integradas",false,Oficina para crian?as de 3 a 5 anos,https://www.sympla.com.br/brincando-com-luz-e-sombra__531510,0,,,,,,,,,,2019-05-26,,120,Uma vez,16:00,18:00,Sim,,,,,,,Vila TRIOLÉ Cultural,Rua Etienne Lenoir,155,PR,,,,
Dia 2 de junho de 2019 ?s 19:00,1624,Espetáculo: Palhaça Sola,"Uma palha?a despejada que n?o sabe onde nem tampouco como recome?ar. Tendo a solid?o como c?mplice, inicia a constru??o da sua nova casa e durante essa tentativa encontra uma revista com preciosa chamada: Como arranjar um companheiro em tr?s passos . Atra?da pela possibilidade r?pida e pr?tica de encontrar algu?m, se lan?a com afinco na orienta??o da revista.","PALHA?A SOLA ? uma montagem que utiliza a linguagem do palha?@ de modo a envolv? -la numa dramaturgia em que o circo e o teatro se complementam. Um mon?logo imbu?do de recursos cl?ssicos da palha?aria que tem como pano de fundo reflex?es contempor?neas sobre o universo feminino. Com dura??o de 50 minutos, o espet?culo oferece singela comunh?o com o p?blico juvenil e adulto, um trabalho que visa difundir a exc?ntrica figura do palha?@ e contribuir com a forma??o de p?blico nas artes c?nicas/circenses.",2019-05-23 09:34:51,2019-05-23 09:54:58,Alexandre Simioni ,,12 anos,(43) 3024-3330,,Teatro,false,,,0,,,http://triole.com.br/,,,,,,,2019-06-02,,60,Uma vez,19:00,20:00,Sim,,,,,,,Vila TRIOLÉ Cultural,Rua Etienne Lenoir,155,PR,,,,
Diariamente de 7 a 8 de junho de 2019 ?s 20:00,1625,Espetáculo: O Pássaro Azul,"Livremente inspirado na obra hom?nima de Maurice Maeterlinck, o espet?culo convida o espectador ? uma viagem-sonho junto com a personagem que, solit?ria, encontra em um p?ssaro a companhia para uma aventura por lugares fant?sticos, onde imagina??o e realidade coexistem.","""O P?ssaro Azul - Montagem c?nica"" tem patroc?nio do PROMIC - Programa Municipal de Incentivo ? Cultura, Secretaria de Cultura do Munic?pio de Londrina. Estreia dias 07 e 08 de junho, no Triol? Vila Cultural, ?s 20:00 horas. Dia 09 de junhi ?s 19:00. Entrada gratuita Contribui??o no chap?u para conserva??o do espa?o. Livremente inspirado na obra hom?nima de Maurice Maeterlinck, o espet?culo convida o espectador ? uma viagem-sonho junto com a personagem que, solit?ria, encontra em um p?ssaro a companhia para uma aventura por lugares fant?sticos, onde imagina??o e realidade coexistem. Bonecos e tores percorrem lembran?as, divaga??es imag?ticas, locais e delicadezas sens?veis ao universo da literatura e do sonho. Classifica??o LIVRE",2019-05-23 10:22:25,2019-06-07 15:26:25,Alexandre Simioni ,,Livre,(43) 3024-3330,,Teatro,false,O P?ssaro Azul - Montagem c?nica,,Contribuição no Chapéu,,,http://triole.com.br,,,,,,,2019-06-07,2019-06-08,60,Diariamente,20:00,21:00,,,,,,Sim,Sim,Vila TRIOLÉ Cultural,Rua Etienne Lenoir,155,PR,,,,
